customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
14675,95,1,604.75,2,1,3,213,Hibernating
14676,12,6,2548.24,5,5,5,555,Champions
14680,3,16,28754.11,5,5,5,555,Champions
14681,17,3,498.95,4,3,3,433,Loyalists
14682,6,2,52.0,5,3,1,531,Loyalists
14684,20,5,1236.28,4,4,4,444,Champions
14687,110,1,628.38,2,1,3,213,Hibernating
14688,3,21,5630.87,5,5,5,555,Champions
14689,15,1,112.8,4,1,1,411,At risk
14690,246,2,371.7,1,3,2,132,At risk
14691,18,5,2114.33,4,4,5,445,Champions
14692,32,4,591.55,3,4,3,343,Loyalists
14693,82,1,172.9,2,1,1,211,Hibernating
14696,27,7,2078.95,4,5,5,455,Champions
14697,23,2,188.61,4,3,1,431,Loyalists
14698,39,5,1250.76,3,4,4,344,Loyalists
14699,19,1,109.13,4,1,1,411,At risk
14700,34,3,2235.3,3,3,5,335,Loyalists
14701,51,9,2549.37,3,5,5,355,Loyalists
14702,4,17,3292.14,5,5,5,555,Champions
14703,85,1,318.17,2,1,2,212,Hibernating
14704,52,9,1546.91,3,5,4,354,Loyalists
14705,3,1,179.0,5,1,1,511,At risk
14708,43,3,1126.37,3,3,4,334,Loyalists
14709,22,13,4921.04,4,5,5,455,Champions
14710,10,4,606.13,5,4,3,543,Loyalists
14711,6,11,2868.8,5,5,5,555,Champions
14712,34,3,917.07,3,3,3,333,Loyalists
14713,23,11,2666.36,4,5,5,455,Champions
14714,153,1,160.19,2,1,1,211,Hibernating
14715,82,4,867.38,2,4,3,243,At risk
14716,236,2,329.68,1,3,2,132,At risk
14719,12,5,1602.13,5,4,4,544,Champions
14720,53,3,663.81,3,3,3,333,Loyalists
14722,228,1,187.92,1,1,1,111,Hibernating
14723,66,6,1158.3,2,5,4,254,At risk
14725,153,1,718.08,2,1,3,213,Hibernating
14727,101,1,268.58,2,1,2,212,Hibernating
14729,373,1,313.49,1,1,2,112,Hibernating
14730,19,8,2005.06,4,5,4,454,Champions
14731,11,3,380.02,5,3,2,532,Loyalists
14732,26,8,2702.49,4,5,5,455,Champions
14733,9,12,9585.91,5,5,5,555,Champions
14735,2,32,6065.69,5,5,5,555,Champions
14737,46,3,1164.55,3,3,4,334,Loyalists
14738,4,7,1314.45,5,5,4,554,Champions
14739,20,7,3902.28,4,5,5,455,Champions
14740,2,3,1448.21,5,3,4,534,Loyalists
14741,3,6,1400.34,5,5,4,554,Champions
14744,11,7,1099.98,5,5,4,554,Champions
14745,130,5,1220.26,2,4,4,244,At risk
14747,54,1,328.2,3,1,2,312,At risk
14748,17,5,1415.75,4,4,4,444,Champions
14752,304,1,389.64,1,1,2,112,Hibernating
14753,65,1,563.15,3,1,3,313,At risk
14754,167,2,638.05,1,3,3,133,At risk
14755,13,11,5010.28,4,5,5,455,Champions
14756,86,1,738.96,2,1,3,213,Hibernating
14757,34,1,420.5,3,1,2,312,At risk
14758,11,4,1484.06,5,4,4,544,Champions
14759,30,3,1625.97,4,3,4,434,Loyalists
14760,172,1,89.2,1,1,1,111,Hibernating
14761,9,2,255.9,5,3,2,532,Loyalists
14762,81,1,300.52,2,1,2,212,Hibernating
14764,328,1,278.3,1,1,2,112,Hibernating
14765,129,3,254.11,2,3,2,232,At risk
14766,19,6,2473.37,4,5,5,455,Champions
14768,107,2,192.6,2,3,1,231,At risk
14769,6,8,10674.75,5,5,5,555,Champions
14770,30,2,876.42,4,3,3,433,Loyalists
14772,129,1,139.26,2,1,1,211,Hibernating
14775,8,3,1011.9,5,3,4,534,Loyalists
14776,23,11,2538.3,4,5,5,455,Champions
14778,173,2,730.86,1,3,3,133,At risk
14779,121,3,386.15,2,3,2,232,At risk
14780,4,2,447.68,5,3,2,532,Loyalists
14782,228,1,200.1,1,1,1,111,Hibernating
14784,174,2,289.99,1,3,2,132,At risk
14785,68,2,77.4,2,3,1,231,At risk
14788,54,2,679.44,3,3,3,333,Loyalists
14789,185,1,197.64,1,1,1,111,Hibernating
14790,61,4,745.06,3,4,3,343,Loyalists
14792,17,1,6.2,4,1,1,411,At risk
14793,128,1,228.99,2,1,1,211,Hibernating
14794,8,7,1319.91,5,5,4,554,Champions
14795,283,1,131.45,1,1,1,111,Hibernating
14796,5,17,8022.49,5,5,5,555,Champions
14798,199,3,173.74,1,3,1,131,At risk
14799,363,1,157.7,1,1,1,111,Hibernating
14800,11,12,4339.74,5,5,5,555,Champions
14801,13,1,193.14,4,1,1,411,At risk
14803,107,3,845.55,2,3,3,233,At risk
14804,61,1,353.27,3,1,2,312,At risk
14805,86,4,554.65,2,4,3,243,At risk
14806,34,1,193.39,3,1,1,311,At risk
14808,33,8,2741.17,3,5,5,355,Loyalists
14810,3,11,2087.88,5,5,5,555,Champions
14813,363,2,155.43,1,3,1,131,At risk
14815,23,2,778.5,4,3,3,433,Loyalists
14816,3,1,271.85,5,1,2,512,At risk
14817,5,2,1110.34,5,3,4,534,Loyalists
14818,32,3,657.8,3,3,3,333,Loyalists
14819,2,2,272.07,5,3,2,532,Loyalists
14820,34,4,507.29,3,4,3,343,Loyalists
14821,333,1,48.8,1,1,1,111,Hibernating
14823,2,3,321.43,5,3,2,532,Loyalists
14824,31,4,1127.71,3,4,4,344,Loyalists
14825,9,12,2226.91,5,5,5,555,Champions
14828,2,3,2139.76,5,3,5,535,Loyalists
14829,186,4,697.55,1,4,3,143,At risk
14830,373,1,197.13,1,1,1,111,Hibernating
14834,8,6,1720.3,5,5,4,554,Champions
14836,66,3,102.45,2,3,1,231,At risk
14837,6,4,1649.5,5,4,4,544,Champions
14840,88,1,62.85,2,1,1,211,Hibernating
14841,11,6,3295.76,5,5,5,555,Champions
14842,1,4,2824.69,5,4,5,545,Champions
14844,16,4,3189.81,4,4,5,445,Champions
14847,236,1,309.4,1,1,2,112,Hibernating
14849,18,25,7930.54,4,5,5,455,Champions
14850,205,1,325.75,1,1,2,112,Hibernating
14851,66,2,511.35,2,3,3,233,At risk
14852,8,6,2836.69,5,5,5,555,Champions
14853,16,2,475.8,4,3,2,432,Loyalists
14854,29,7,2759.83,4,5,5,455,Champions
14855,149,2,645.65,2,3,3,233,At risk
14856,5,3,1311.38,5,3,4,534,Loyalists
14857,11,2,1173.12,5,3,4,534,Loyalists
14859,9,4,1353.74,5,4,4,544,Champions
14860,117,1,170.32,2,1,1,211,Hibernating
14861,370,1,125.79,1,1,1,111,Hibernating
14862,167,2,841.2,1,3,3,133,At risk
14863,187,1,266.76,1,1,2,112,Hibernating
14865,54,2,52.2,3,3,1,331,Loyalists
14866,10,12,14389.9,5,5,5,555,Champions
14867,24,3,710.28,4,3,3,433,Loyalists
14868,29,8,2953.59,4,5,5,455,Champions
14869,61,2,725.7,3,3,3,333,Loyalists
14870,76,1,327.25,2,1,2,212,Hibernating
14871,44,4,522.38,3,4,3,343,Loyalists
14873,15,1,519.68,4,1,3,413,At risk
14875,79,2,1465.32,2,3,4,234,At risk
14878,6,9,1485.54,5,5,4,554,Champions
14880,36,3,706.19,3,3,3,333,Loyalists
14881,127,1,255.4,2,1,2,212,Hibernating
14882,176,2,589.7,1,3,3,133,At risk
14883,17,6,761.59,4,5,3,453,Loyalists
14885,188,1,765.32,1,1,3,113,Hibernating
14886,61,1,364.8,3,1,2,312,At risk
14887,44,1,1862.0,3,1,4,314,At risk
14888,12,1,369.2,5,1,2,512,At risk
14889,263,1,135.9,1,1,1,111,Hibernating
14890,61,1,125.65,3,1,1,311,At risk
14891,234,2,554.38,1,3,3,133,At risk
14893,65,2,1237.85,3,3,4,334,Loyalists
14894,60,1,655.75,3,1,3,313,At risk
14895,10,20,11138.71,5,5,5,555,Champions
14896,10,2,468.77,5,3,2,532,Loyalists
14897,58,4,1366.38,3,4,4,344,Loyalists
14898,38,6,1303.52,3,5,4,354,Loyalists
14901,32,9,1421.29,3,5,4,354,Loyalists
14902,167,1,332.66,1,1,2,112,Hibernating
14903,5,5,2810.63,5,4,5,545,Champions
14904,41,2,1025.44,3,3,4,334,Loyalists
14905,31,2,616.15,3,3,3,333,Loyalists
14907,44,7,3501.1,3,5,5,355,Loyalists
14908,33,1,277.8,3,1,2,312,At risk
14910,4,4,434.35,5,4,2,542,Loyalists
14911,2,201,143825.06,5,5,5,555,Champions
14912,51,2,867.85,3,3,3,333,Loyalists
14913,100,4,1227.43,2,4,4,244,At risk
14915,74,2,307.48,2,3,2,232,At risk
14916,26,4,1268.98,4,4,4,444,Champions
14918,142,2,1610.15,2,3,4,234,At risk
14920,18,2,977.77,4,3,4,434,Loyalists
14921,6,2,1316.07,5,3,4,534,Loyalists
14923,362,1,749.1,1,1,3,113,Hibernating
14924,47,1,310.05,3,1,2,312,At risk
14929,212,1,223.88,1,1,1,111,Hibernating
14930,101,3,2372.86,2,3,5,235,At risk
14931,11,5,1257.68,5,4,4,544,Champions
14932,325,1,363.53,1,1,2,112,Hibernating
14934,53,2,1890.94,3,3,4,334,Loyalists
14935,173,1,1784.71,1,1,4,114,Hibernating
14936,20,8,8137.02,4,5,5,455,Champions
14937,5,3,1621.88,5,3,4,534,Loyalists
14944,23,12,5900.25,4,5,5,455,Champions
14946,82,1,100.9,2,1,1,211,Hibernating
14947,29,2,290.82,4,3,2,432,Loyalists
14948,24,6,1101.97,4,5,4,454,Champions
14950,118,1,371.2,2,1,2,212,Hibernating
14951,44,1,311.69,3,1,2,312,At risk
14952,11,11,8099.49,5,5,5,555,Champions
14953,160,1,289.82,2,1,2,212,Hibernating
14954,78,1,336.17,2,1,2,212,Hibernating
14957,61,1,58.49,3,1,1,311,At risk
14958,47,3,499.68,3,3,3,333,Loyalists
14959,17,4,695.42,4,4,3,443,Loyalists
14960,61,2,221.27,3,3,1,331,Loyalists
14961,29,9,7044.68,4,5,5,455,Champions
14962,96,1,126.7,2,1,1,211,Hibernating
14963,8,5,1487.8,5,4,4,544,Champions
14964,51,1,206.21,3,1,1,311,At risk
14965,88,2,599.0,2,3,3,233,At risk
14966,82,1,191.32,2,1,1,211,Hibernating
14967,358,1,463.8,1,1,2,112,Hibernating
14968,201,1,147.59,1,1,1,111,Hibernating
14970,25,4,1592.06,4,4,4,444,Champions
14971,236,3,1116.57,1,3,4,134,At risk
14972,177,1,114.77,1,1,1,111,Hibernating
14973,26,3,1314.45,4,3,4,434,Loyalists
14974,258,1,114.39,1,1,1,111,Hibernating
14975,5,1,279.94,5,1,2,512,At risk
14976,2,7,790.86,5,5,3,553,Loyalists
14978,30,5,1931.42,4,4,4,444,Champions
14981,48,1,102.12,3,1,1,311,At risk
14984,117,2,213.27,2,3,1,231,At risk
14985,3,2,296.75,5,3,2,532,Loyalists
14987,90,2,326.4,2,3,2,232,At risk
14988,17,1,334.54,4,1,2,412,At risk
14995,121,2,233.23,2,3,1,231,At risk
14997,68,3,546.2,2,3,3,233,At risk
14998,39,2,429.87,3,3,2,332,Loyalists
15000,339,1,490.52,1,1,3,113,Hibernating
15002,143,4,1641.76,2,4,4,244,At risk
15004,228,1,1246.32,1,1,4,114,Hibernating
15005,3,28,6316.57,5,5,5,555,Champions
15006,365,1,502.09,1,1,3,113,Hibernating
15007,264,1,156.91,1,1,1,111,Hibernating
15009,79,3,1261.78,2,3,4,234,At risk
15010,243,1,308.94,1,1,2,112,Hibernating
15012,3,2,423.04,5,3,2,532,Loyalists
15014,296,2,260.17,1,3,2,132,At risk
15016,306,1,170.04,1,1,1,111,Hibernating
15017,236,1,125.58,1,1,1,111,Hibernating
15018,60,3,496.21,3,3,3,333,Loyalists
15019,86,1,266.0,2,1,2,212,Hibernating
15021,24,9,1914.82,4,5,4,454,Champions
15022,74,4,905.04,2,4,3,243,At risk
15023,23,11,6802.76,4,5,5,455,Champions
15024,10,10,1661.33,5,5,4,554,Champions
15025,218,1,377.01,1,1,2,112,Hibernating
15026,38,3,469.0,3,3,2,332,Loyalists
15027,24,4,1066.15,4,4,4,444,Champions
15028,60,4,627.13,3,4,3,343,Loyalists
15030,29,2,518.28,4,3,3,433,Loyalists
15031,48,4,668.14,3,4,3,343,Loyalists
15032,66,3,4959.1,2,3,5,235,At risk
15033,13,10,2586.67,4,5,5,455,Champions
15034,26,8,4308.61,4,5,5,455,Champions
15035,73,1,252.73,2,1,2,212,Hibernating
15036,29,3,465.55,4,3,2,432,Loyalists
15038,9,6,705.49,5,5,3,553,Loyalists
15039,4,47,19914.44,5,5,5,555,Champions
15041,295,1,180.35,1,1,1,111,Hibernating
15042,4,1,135.93,5,1,1,511,At risk
15043,205,1,537.0,1,1,3,113,Hibernating
15044,12,17,7700.23,5,5,5,555,Champions
15045,69,2,735.66,2,3,3,233,At risk
15046,2,15,5213.77,5,5,5,555,Champions
15047,93,1,343.62,2,1,2,212,Hibernating
15048,19,4,384.05,4,4,2,442,Loyalists
15049,100,1,121.17,2,1,1,211,Hibernating
15050,27,3,1782.09,4,3,4,434,Loyalists
15051,144,3,1391.61,2,3,4,234,At risk
15052,227,1,215.78,1,1,1,111,Hibernating
15053,51,3,697.79,3,3,3,333,Loyalists
15054,78,2,302.1,2,3,2,232,At risk
15057,106,2,1489.5,2,3,4,234,At risk
15058,45,11,2124.99,3,5,5,355,Loyalists
15059,20,9,1337.72,4,5,4,454,Champions
15060,60,4,303.09,3,4,2,342,Loyalists
15061,17,48,54534.14,4,5,5,455,Champions
15062,23,4,987.86,4,4,4,444,Champions
15063,19,1,370.8,4,1,2,412,At risk
15065,29,4,3158.13,4,4,5,445,Champions
15066,374,1,893.59,1,1,3,113,Hibernating
15067,41,3,1744.76,3,3,4,334,Loyalists
15068,67,2,553.36,2,3,3,233,At risk
15069,332,1,1109.53,1,1,4,114,Hibernating
15070,370,1,106.2,1,1,1,111,Hibernating
15071,80,2,982.07,2,3,4,234,At risk
15073,65,3,1043.41,3,3,4,334,Loyalists
15074,106,1,748.87,2,1,3,213,Hibernating
15075,38,1,773.03,3,1,3,313,At risk
15076,307,1,880.85,1,1,3,113,Hibernating
15078,4,32,9743.11,5,5,5,555,Champions
15079,18,4,895.61,4,4,3,443,Loyalists
15081,13,5,504.8,4,4,3,443,Loyalists
15083,67,1,88.2,2,1,1,211,Hibernating
15087,125,1,306.94,2,1,2,212,Hibernating
15088,23,2,1160.07,4,3,4,434,Loyalists
15089,66,6,2420.84,2,5,5,255,At risk
15090,190,1,381.32,1,1,2,112,Hibernating
15091,23,1,480.71,4,1,2,412,At risk
15092,20,2,457.81,4,3,2,432,Loyalists
15093,12,6,4597.02,5,5,5,555,Champions
15095,8,4,1370.6,5,4,4,544,Champions
15096,293,1,219.39,1,1,1,111,Hibernating
15097,48,1,248.08,3,1,1,311,At risk
15098,338,3,39916.5,1,3,5,135,At risk
15099,57,1,410.48,3,1,2,312,At risk
15100,258,3,876.0,1,3,3,133,At risk
15101,61,2,317.53,3,3,2,332,Loyalists
15103,61,2,703.36,3,3,3,333,Loyalists
15104,2,2,1027.44,5,3,4,534,Loyalists
15105,23,7,2298.93,4,5,5,455,Champions
15106,17,5,1422.52,4,4,4,444,Champions
15107,201,6,319.5,1,5,2,152,At risk
15108,29,4,1300.25,4,4,4,444,Champions
15109,47,1,484.95,3,1,2,312,At risk
15110,149,4,996.1,2,4,4,244,At risk
15111,23,3,1567.48,4,3,4,434,Loyalists
15113,3,3,3609.33,5,3,5,535,Loyalists
15114,22,10,2760.56,4,5,5,455,Champions
15115,110,1,340.11,2,1,2,212,Hibernating
15116,6,4,1352.75,5,4,4,544,Champions
15117,20,5,1551.78,4,4,4,444,Champions
15118,197,1,244.8,1,1,1,111,Hibernating
15119,47,1,266.4,3,1,2,312,At risk
15120,193,1,358.82,1,1,2,112,Hibernating
15121,143,2,457.72,2,3,2,232,At risk
15122,9,3,1633.78,5,3,4,534,Loyalists
15123,11,2,2199.31,5,3,5,535,Loyalists
15124,1,2,184.19,5,3,1,531,Loyalists
15125,13,15,11528.48,4,5,5,455,Champions
15127,20,1,406.53,4,1,2,412,At risk
15128,12,4,1471.0,5,4,4,544,Champions
15129,16,11,3447.4,4,5,5,455,Champions
15130,292,1,330.11,1,1,2,112,Hibernating
15132,5,5,977.93,5,4,4,544,Champions
15133,71,3,982.42,2,3,4,234,At risk
15134,19,8,1387.99,4,5,4,454,Champions
15135,34,1,139.05,3,1,1,311,At risk
15136,41,4,1286.7,3,4,4,344,Loyalists
15139,36,2,178.96,3,3,1,331,Loyalists
15140,4,7,2354.25,5,5,5,555,Champions
15142,328,1,498.74,1,1,3,113,Hibernating
15143,26,1,259.45,4,1,2,412,At risk
15144,8,17,6580.44,5,5,5,555,Champions
15145,27,4,1194.73,4,4,4,444,Champions
15146,156,2,1327.16,2,3,4,234,At risk
15147,37,1,623.5,3,1,3,313,At risk
15148,71,1,301.29,2,1,2,212,Hibernating
15149,193,1,520.8,1,1,3,113,Hibernating
15150,32,10,5314.47,3,5,5,355,Loyalists
15152,13,13,4745.69,4,5,5,455,Champions
15153,204,1,329.25,1,1,2,112,Hibernating
15154,33,1,296.42,3,1,2,312,At risk
15156,37,3,961.49,3,3,4,334,Loyalists
15157,46,3,1936.07,3,3,4,334,Loyalists
15158,316,1,401.4,1,1,2,112,Hibernating
15159,15,30,18641.01,4,5,5,455,Champions
15160,284,1,158.16,1,1,1,111,Hibernating
15163,1,2,304.47,5,3,2,532,Loyalists
15164,13,3,843.05,4,3,3,433,Loyalists
15165,373,1,487.75,1,1,2,112,Hibernating
15167,234,1,163.0,1,1,1,111,Hibernating
15168,166,1,106.56,1,1,1,111,Hibernating
15171,251,1,1289.5,1,1,4,114,Hibernating
15172,2,5,1624.05,5,4,4,544,Champions
15174,236,1,135.75,1,1,1,111,Hibernating
15175,29,1,224.14,4,1,1,411,At risk
15178,72,1,40.5,2,1,1,211,Hibernating
15179,2,5,2206.95,5,4,5,545,Champions
15180,334,1,87.5,1,1,1,111,Hibernating
15181,22,3,689.48,4,3,3,433,Loyalists
15182,90,2,622.85,2,3,3,233,At risk
15184,188,2,406.76,1,3,2,132,At risk
15185,25,1,310.62,4,1,2,412,At risk
15186,81,2,411.41,2,3,2,232,At risk
15187,17,16,4777.18,4,5,5,455,Champions
15189,3,41,16225.39,5,5,5,555,Champions
15192,149,3,1044.32,2,3,4,234,At risk
15193,13,1,499.32,4,1,3,413,At risk
15194,4,15,7616.53,5,5,5,555,Champions
15195,41,1,3861.0,3,1,5,315,At risk
15197,60,3,1079.61,3,3,4,334,Loyalists
15198,76,2,193.64,2,3,1,231,At risk
15199,9,4,1268.7,5,4,4,544,Champions
15201,9,5,1236.54,5,4,4,544,Champions
15203,3,6,1827.8,5,5,4,554,Champions
15204,284,1,316.58,1,1,2,112,Hibernating
15205,59,2,653.24,3,3,3,333,Loyalists
15206,68,4,420.3,2,4,2,242,At risk
15208,15,5,870.12,4,4,3,443,Loyalists
15210,26,1,331.18,4,1,2,412,At risk
15211,12,2,894.41,5,3,3,533,Loyalists
15212,40,1,101.8,3,1,1,311,At risk
15213,226,2,328.35,1,3,2,132,At risk
15214,17,8,1661.44,4,5,4,454,Champions
15215,89,3,734.94,2,3,3,233,At risk
15216,66,1,96.6,2,1,1,211,Hibernating
15218,3,11,5756.89,5,5,5,555,Champions
15219,317,1,305.75,1,1,2,112,Hibernating
15220,8,6,1778.96,5,5,4,554,Champions
15221,330,1,403.25,1,1,2,112,Hibernating
15222,227,1,585.0,1,1,3,113,Hibernating
15223,26,2,755.75,4,3,3,433,Loyalists
15224,288,2,322.08,1,3,2,132,At risk
15225,31,1,409.4,3,1,2,312,At risk
15226,200,1,154.41,1,1,1,111,Hibernating
15227,22,5,1219.4,4,4,4,444,Champions
15228,22,4,3386.71,4,4,5,445,Champions
15230,36,2,429.6,3,3,2,332,Loyalists
15232,132,2,612.06,2,3,3,233,At risk
15234,111,1,197.0,2,1,1,211,Hibernating
15235,23,12,2247.51,4,5,5,455,Champions
15236,177,1,321.05,1,1,2,112,Hibernating
15237,8,4,1412.32,5,4,4,544,Champions
15238,85,3,1071.99,2,3,4,234,At risk
15239,44,2,780.59,3,3,3,333,Loyalists
15240,41,5,1706.57,3,4,4,344,Loyalists
15241,1,8,1756.44,5,5,4,554,Champions
15243,32,1,316.68,3,1,2,312,At risk
15244,19,2,631.57,4,3,3,433,Loyalists
15245,76,3,2515.84,2,3,5,235,At risk
15246,34,2,514.15,3,3,3,333,Loyalists
15247,159,1,356.0,2,1,2,212,Hibernating
15249,2,13,6688.46,5,5,5,555,Champions
15251,16,11,10484.99,4,5,5,455,Champions
15252,250,2,740.78,1,3,3,133,At risk
15253,68,5,918.2,2,4,3,243,At risk
15254,173,1,300.36,1,1,2,112,Hibernating
15255,22,1,890.85,4,1,3,413,At risk
15256,236,1,98.45,1,1,1,111,Hibernating
15257,130,1,317.15,2,1,2,212,Hibernating
15258,22,2,623.16,4,3,3,433,Loyalists
15260,8,7,1810.77,5,5,4,554,Champions
15261,200,1,254.82,1,1,2,112,Hibernating
15262,237,1,178.95,1,1,1,111,Hibernating
15263,110,1,156.51,2,1,1,211,Hibernating
15264,18,1,393.74,4,1,2,412,At risk
15265,33,2,1506.12,3,3,4,334,Loyalists
15266,270,1,119.3,1,1,1,111,Hibernating
15267,9,5,1717.36,5,4,4,544,Champions
15269,150,1,408.8,2,1,2,212,Hibernating
15270,34,7,2379.49,3,5,5,355,Loyalists
15271,5,15,2507.07,5,5,5,555,Champions
15272,6,2,721.94,5,3,3,533,Loyalists
15274,47,2,716.57,3,3,3,333,Loyalists
15275,260,1,615.14,1,1,3,113,Hibernating
15276,20,1,135.31,4,1,1,411,At risk
15277,331,1,255.9,1,1,2,112,Hibernating
15279,282,1,290.51,1,1,2,112,Hibernating
15280,302,1,113.12,1,1,1,111,Hibernating
15281,3,9,2332.15,5,5,5,555,Champions
15286,358,1,240.55,1,1,1,111,Hibernating
15287,26,2,486.69,4,3,2,432,Loyalists
15288,5,5,2306.52,5,4,5,545,Champions
15289,55,3,939.78,3,3,3,333,Loyalists
15290,8,18,7943.22,5,5,5,555,Champions
15291,53,15,4668.3,3,5,5,355,Loyalists
15292,5,1,180.94,5,1,1,511,At risk
15296,17,6,3672.86,4,5,5,455,Champions
15297,17,3,641.94,4,3,3,433,Loyalists
15298,40,12,4799.9,3,5,5,355,Loyalists
15299,23,7,4507.01,4,5,5,455,Champions
15300,17,1,496.44,4,1,3,413,At risk
15301,11,12,5070.35,5,5,5,555,Champions
15303,151,1,574.02,2,1,3,213,Hibernating
15304,13,8,694.4,4,5,3,453,Loyalists
15306,18,3,1174.35,4,3,4,434,Loyalists
15307,86,1,205.3,2,1,1,211,Hibernating
15308,102,1,310.47,2,1,2,212,Hibernating
15311,2,91,60767.9,5,5,5,555,Champions
15312,20,4,924.85,4,4,3,443,Loyalists
15313,125,1,52.0,2,1,1,211,Hibernating
15314,4,1,327.97,5,1,2,512,At risk
15315,18,2,570.5,4,3,3,433,Loyalists
15316,244,1,165.0,1,1,1,111,Hibernating
15318,45,1,312.62,3,1,2,312,At risk
15319,130,1,204.5,2,1,1,211,Hibernating
15320,310,1,267.13,1,1,2,112,Hibernating
15321,26,3,2748.31,4,3,5,435,Loyalists
15322,61,1,679.68,3,1,3,313,At risk
15325,104,1,162.29,2,1,1,211,Hibernating
15326,257,1,311.71,1,1,2,112,Hibernating
15327,370,1,208.75,1,1,1,111,Hibernating
15329,197,3,1049.7,1,3,4,134,At risk
15330,12,2,714.96,5,3,3,533,Loyalists
15332,328,4,1661.06,1,4,4,144,At risk
15333,13,1,1028.56,4,1,4,414,At risk
15334,258,3,351.67,1,3,2,132,At risk
15335,2,1,173.97,5,1,1,511,At risk
15339,22,2,574.07,4,3,3,433,Loyalists
15341,51,1,2020.52,3,1,4,314,At risk
15342,184,1,406.09,1,1,2,112,Hibernating
15343,65,1,364.5,3,1,2,312,At risk
15344,32,3,563.94,3,3,3,333,Loyalists
15345,319,1,393.54,1,1,2,112,Hibernating
15346,255,1,252.42,1,1,2,112,Hibernating
15347,327,1,201.6,1,1,1,111,Hibernating
15348,30,1,158.04,4,1,1,411,At risk
15349,262,2,473.81,1,3,2,132,At risk
15350,373,1,115.65,1,1,1,111,Hibernating
15351,4,7,1960.11,5,5,4,554,Champions
15353,64,2,777.02,3,3,3,333,Loyalists
15355,188,2,277.05,1,3,2,132,At risk
15356,23,10,2766.5,4,5,5,455,Champions
15358,13,22,8347.2,4,5,5,455,Champions
15360,277,1,427.93,1,1,2,112,Hibernating
15361,309,1,418.92,1,1,2,112,Hibernating
15363,370,1,326.0,1,1,2,112,Hibernating
15364,64,2,913.19,3,3,3,333,Loyalists
15365,53,7,2314.32,3,5,5,355,Loyalists
15366,34,2,602.51,3,3,3,333,Loyalists
15367,5,4,1877.59,5,4,4,544,Champions
15368,128,1,446.94,2,1,2,212,Hibernating
15370,9,7,2386.05,5,5,5,555,Champions
15372,204,1,2007.4,1,1,4,114,Hibernating
15373,15,12,2415.91,4,5,5,455,Champions
15374,179,1,168.0,1,1,1,111,Hibernating
15376,26,3,1233.36,4,3,4,434,Loyalists
15379,13,7,3703.29,4,5,5,455,Champions
15380,61,5,1690.26,3,4,4,344,Loyalists
15381,19,2,596.85,4,3,3,433,Loyalists
15382,15,6,5955.71,4,5,5,455,Champions
15384,292,2,642.41,1,3,3,133,At risk
15385,281,1,316.88,1,1,2,112,Hibernating
15386,366,1,394.14,1,1,2,112,Hibernating
15388,95,1,140.54,2,1,1,211,Hibernating
15389,303,1,500.0,1,1,3,113,Hibernating
15392,51,4,1535.53,3,4,4,344,Loyalists
15393,90,2,231.86,2,3,1,231,At risk
15394,9,4,2183.54,5,4,5,545,Champions
15395,242,1,107.45,1,1,1,111,Hibernating
15396,130,1,288.18,2,1,2,212,Hibernating
15397,149,1,94.0,2,1,1,211,Hibernating
15398,40,2,1345.53,3,3,4,334,Loyalists
15399,38,3,815.77,3,3,3,333,Loyalists
15400,76,5,716.2,2,4,3,243,At risk
15402,2,2,626.77,5,3,3,533,Loyalists
15405,370,1,349.1,1,1,2,112,Hibernating
15406,179,2,510.71,1,3,3,133,At risk
15407,26,4,1056.44,4,4,4,444,Champions
15408,81,1,267.18,2,1,2,212,Hibernating
15410,8,8,3450.84,5,5,5,555,Champions
15411,25,4,1358.88,4,4,4,444,Champions
15412,298,1,190.53,1,1,1,111,Hibernating
15414,41,3,774.9,3,3,3,333,Loyalists
15415,211,1,572.81,1,1,3,113,Hibernating
15416,18,4,3984.32,4,4,5,445,Champions
15417,59,1,508.8,3,1,3,313,At risk
15419,156,1,135.86,2,1,1,211,Hibernating
15421,9,4,950.36,5,4,4,544,Champions
15422,236,2,97.7,1,3,1,131,At risk
15423,263,1,43.5,1,1,1,111,Hibernating
15424,64,2,383.34,3,3,2,332,Loyalists
15426,68,5,1447.39,2,4,4,244,At risk
15427,220,3,1483.14,1,3,4,134,At risk
15428,86,1,93.78,2,1,1,211,Hibernating
15429,34,2,397.35,3,3,2,332,Loyalists
15432,143,1,171.19,2,1,1,211,Hibernating
15433,19,2,533.3,4,3,3,433,Loyalists
15434,5,5,1041.48,5,4,4,544,Champions
15435,135,1,149.29,2,1,1,211,Hibernating
15436,31,3,1122.53,3,3,4,334,Loyalists
15437,78,1,200.16,2,1,1,211,Hibernating
15438,187,1,156.58,1,1,1,111,Hibernating
15440,4,3,383.68,5,3,2,532,Loyalists
15442,54,1,594.0,3,1,3,313,At risk
15443,31,7,3236.91,3,5,5,355,Loyalists
15444,62,2,1418.26,3,3,4,334,Loyalists
15445,81,1,113.5,2,1,1,211,Hibernating
15447,250,1,155.17,1,1,1,111,Hibernating
15448,208,1,494.64,1,1,3,113,Hibernating
15449,76,3,974.52,2,3,4,234,At risk
15450,198,1,429.84,1,1,2,112,Hibernating
15452,27,3,538.73,4,3,3,433,Loyalists
15453,4,7,1388.37,5,5,4,554,Champions
